,Name,Axis,Boundary,Threshold,Unfilled,Filled,Percent_Filled,Nonalt
939,p-so-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2999.0,622.0,17.177575255454293,1.0
1035,p-so-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2939.0,682.0,18.83457608395471,1.0
1131,p-so-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2708.0,913.0,25.214029273681305,1.0
1227,p-so-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2604.0,1017.0,28.08616404308202,1.0
1323,p-so-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3472.0,149.0,4.1148853907760286,1.0
1419,p-so-14,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3470.0,151.0,4.170118751726043,1.0
1515,p-so-15,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3443.0,178.0,4.915769124551229,1.0
1611,p-so-16,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3265.0,356.0,9.831538249102458,1.0
1707,p-so-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3529.0,92.0,2.5407346037006353,1.0
1803,p-so-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2919.0,702.0,19.386909693454847,1.0
1899,p-so-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2924.0,697.0,19.248826291079812,1.0
1995,p-so-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2912.0,709.0,19.580226456779894,1.0
2091,p-so-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3087.0,534.0,14.747307373653687,1.0
2187,p-so-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3194.0,427.0,11.792322562827948,1.0
2283,p-so-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2876.0,745.0,20.574426953880142,1.0
2379,p-so-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3488.0,133.0,3.673018503175918,1.0
2475,pcpo-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3538.0,83.0,2.2921844794255732,0.0
2571,pcpo-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3337.0,284.0,7.8431372549019605,0.0
2667,pcpo-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3386.0,235.0,6.489919911626623,0.0
2763,pnpo-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3163.0,458.0,12.648439657553162,1.0
2859,pnpo-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3058.0,563.0,15.548191107428886,1.0
2955,pnpo-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3040.0,581.0,16.04529135597901,1.0
3051,pnpo-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3011.0,610.0,16.84617508975421,1.0
3147,pnpo-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3023.0,598.0,16.51477492405413,1.0
3243,pnpo-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2760.0,861.0,23.777961888980943,1.0
3339,pnpo-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3242.0,379.0,10.466721900027617,1.0
3435,pnpo-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3223.0,398.0,10.991438829052749,1.0
3531,pnpo-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3168.0,453.0,12.510356255178127,1.0
3627,pnpo-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3472.0,149.0,4.1148853907760286,1.0
3723,pnpo-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3483.0,138.0,3.8111019055509527,1.0
3819,pnpo-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3176.0,445.0,12.289422811378072,1.0
3915,pnpo-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3018.0,603.0,16.652858326429165,1.0
76,n-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3454.0,167.0,4.611985639326153,0.0
172,n-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3614.0,7.0,0.19331676332504832,0.0
268,n-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3612.0,9.0,0.24855012427506215,0.0
364,n-n-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3518.0,103.0,2.844518088925711,0.0
460,n-n-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0,0.0
556,p-p-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3617.0,4.0,0.11046672190002761,0.0
652,p-p-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3415.0,206.0,5.689036177851422,0.0
748,p-p-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,2896.0,725.0,20.022093344380007,0.0
844,p-p-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0,0.0
940,p-so-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3227.0,394.0,10.88097210715272,1.0
1036,p-so-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3156.0,465.0,12.84175642087821,1.0
1132,p-so-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,2852.0,769.0,21.23722728528031,1.0
1228,p-so-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,2761.0,860.0,23.750345208505937,1.0
1324,p-so-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0,1.0
1420,p-so-14,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3595.0,26.0,0.7180336923501796,1.0
1516,p-so-15,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3563.0,58.0,1.6017674675504003,1.0
1612,p-so-16,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3370.0,251.0,6.931786799226733,1.0
1708,p-so-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3611.0,10.0,0.27616680475006905,1.0
1804,p-so-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3127.0,494.0,13.64264015465341,1.0
1900,p-so-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3124.0,497.0,13.72549019607843,1.0
1996,p-so-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3235.0,386.0,10.660038663352665,1.0
2092,p-so-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3232.0,389.0,10.742888704777686,1.0
2188,p-so-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3357.0,264.0,7.290803645401823,1.0
2284,p-so-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3030.0,591.0,16.32145816072908,1.0
2380,p-so-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0,1.0
2476,pcpo-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0,0.0
2572,pcpo-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3470.0,151.0,4.170118751726043,0.0
2668,pcpo-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3536.0,85.0,2.347417840375587,0.0
2764,pnpo-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3282.0,339.0,9.36205468102734,1.0
2860,pnpo-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3188.0,433.0,11.958022645677989,1.0
2956,pnpo-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3174.0,447.0,12.344656172328087,1.0
3052,pnpo-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3150.0,471.0,13.007456503728251,1.0
3148,pnpo-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3108.0,513.0,14.167357083678542,1.0
3244,pnpo-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,2841.0,780.0,21.541010770505384,1.0
3340,pnpo-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3367.0,254.0,7.014636840651754,1.0
3436,pnpo-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3347.0,274.0,7.566970450151892,1.0
3532,pnpo-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3287.0,334.0,9.223971278652305,1.0
3628,pnpo-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3584.0,37.0,1.0218171775752554,1.0
3724,pnpo-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3590.0,31.0,0.856117094725214,1.0
3820,pnpo-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3294.0,327.0,9.030654515327258,1.0
3916,pnpo-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3184.0,437.0,12.068489367578017,1.0
77,n-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3559.0,62.0,1.712234189450428,0.0
173,n-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,0.0
269,n-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,0.0
365,n-n-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3581.0,40.0,1.1046672190002762,0.0
461,n-n-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,0.0
557,p-p-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,0.0
653,p-p-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3523.0,98.0,2.7064346865506765,0.0
749,p-p-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3085.0,536.0,14.802540734603701,0.0
845,p-p-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,0.0
941,p-so-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3339.0,282.0,7.787903893951947,1.0
1037,p-so-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3235.0,386.0,10.660038663352665,1.0
1133,p-so-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,2916.0,705.0,19.46975973487987,1.0
1229,p-so-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,2830.0,791.0,21.844794255730463,1.0
1325,p-so-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
1421,p-so-14,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
1517,p-so-15,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
1613,p-so-16,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3435.0,186.0,5.136702568351284,1.0
1709,p-so-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
1805,p-so-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3199.0,422.0,11.654239160452914,1.0
1901,p-so-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3206.0,415.0,11.460922397127865,1.0
1997,p-so-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3487.0,134.0,3.7006351836509253,1.0
2093,p-so-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3337.0,284.0,7.8431372549019605,1.0
2189,p-so-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3459.0,162.0,4.473902236951118,1.0
2285,p-so-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3127.0,494.0,13.64264015465341,1.0
2381,p-so-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
2477,pcpo-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,0.0
2573,pcpo-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3538.0,83.0,2.2921844794255732,0.0
2669,pcpo-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3612.0,9.0,0.24855012427506215,0.0
2765,pnpo-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3363.0,258.0,7.125103562551781,1.0
2861,pnpo-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3223.0,398.0,10.991438829052749,1.0
2957,pnpo-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3210.0,411.0,11.350455675227838,1.0
3053,pnpo-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3187.0,434.0,11.985639326152997,1.0
3149,pnpo-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3145.0,476.0,13.145539906103286,1.0
3245,pnpo-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,2899.0,722.0,19.939243302954985,1.0
3341,pnpo-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3426.0,195.0,5.385252692626346,1.0
3437,pnpo-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3403.0,218.0,6.020436343551505,1.0
3533,pnpo-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3369.0,252.0,6.95940347970174,1.0
3629,pnpo-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
3725,pnpo-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,1.0
3821,pnpo-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3372.0,249.0,6.876553438276719,1.0
3917,pnpo-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3220.0,401.0,11.074288870477769,1.0
78,n-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
174,n-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
270,n-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
366,n-n-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
462,n-n-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
558,p-p-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
654,p-p-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
750,p-p-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3370.0,251.0,6.931786799226733,0.0
846,p-p-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
942,p-so-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3485.0,136.0,3.755868544600939,1.0
1038,p-so-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3336.0,285.0,7.8707539353769675,1.0
1134,p-so-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3009.0,612.0,16.901408450704224,1.0
1230,p-so-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,2941.0,680.0,18.779342723004696,1.0
1326,p-so-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
1422,p-so-14,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
1518,p-so-15,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
1614,p-so-16,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3485.0,136.0,3.755868544600939,1.0
1710,p-so-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
1806,p-so-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3285.0,336.0,9.27920463960232,1.0
1902,p-so-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3302.0,319.0,8.809721071527202,1.0
1998,p-so-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
2094,p-so-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3458.0,163.0,4.501518917426125,1.0
2190,p-so-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3616.0,5.0,0.13808340237503453,1.0
2286,p-so-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3256.0,365.0,10.08008837337752,1.0
2382,p-so-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
2478,pcpo-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
2574,pcpo-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
2670,pcpo-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,0.0
2766,pnpo-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3448.0,173.0,4.777685722176194,1.0
2862,pnpo-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3289.0,332.0,9.168737917702293,1.0
2958,pnpo-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3275.0,346.0,9.555371444352389,1.0
3054,pnpo-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3254.0,367.0,10.135321734327533,1.0
3150,pnpo-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3216.0,405.0,11.184755592377796,1.0
3246,pnpo-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3006.0,615.0,16.984258492129246,1.0
3342,pnpo-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3528.0,93.0,2.568351284175642,1.0
3438,pnpo-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3510.0,111.0,3.0654515327257665,1.0
3534,pnpo-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3450.0,171.0,4.72245236122618,1.0
3630,pnpo-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
3726,pnpo-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,1.0
3822,pnpo-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3452.0,169.0,4.667219000276167,1.0
3918,pnpo-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3285.0,336.0,9.27920463960232,1.0
79,n-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
175,n-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
271,n-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
367,n-n-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
463,n-n-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
559,p-p-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
655,p-p-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
751,p-p-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3473.0,148.0,4.0872687103010215,0.0
847,p-p-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
943,p-so-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3577.0,44.0,1.2151339409003037,1.0
1039,p-so-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3420.0,201.0,5.550952775476388,1.0
1135,p-so-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3092.0,529.0,14.609223971278652,1.0
1231,p-so-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3032.0,589.0,16.266224799779067,1.0
1327,p-so-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
1423,p-so-14,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
1519,p-so-15,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
1615,p-so-16,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3520.0,101.0,2.7892847279756974,1.0
1711,p-so-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
1807,p-so-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3359.0,262.0,7.235570284451809,1.0
1903,p-so-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3364.0,257.0,7.097486882076774,1.0
1999,p-so-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
2095,p-so-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3535.0,86.0,2.3750345208505936,1.0
2191,p-so-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
2287,p-so-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3346.0,275.0,7.594587130626898,1.0
2383,p-so-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
2479,pcpo-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
2575,pcpo-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
2671,pcpo-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,0.0
2767,pnpo-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3511.0,110.0,3.0378348522507594,1.0
2863,pnpo-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3339.0,282.0,7.787903893951947,1.0
2959,pnpo-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3324.0,297.0,8.202154101077051,1.0
3055,pnpo-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3308.0,313.0,8.64402098867716,1.0
3151,pnpo-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3269.0,352.0,9.72107152720243,1.0
3247,pnpo-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3091.0,530.0,14.636840651753658,1.0
3343,pnpo-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3595.0,26.0,0.7180336923501796,1.0
3439,pnpo-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3586.0,35.0,0.9665838166252416,1.0
3535,pnpo-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3509.0,112.0,3.093068213200773,1.0
3631,pnpo-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
3727,pnpo-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,1.0
3823,pnpo-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3516.0,105.0,2.899751449875725,1.0
3919,pnpo-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3335.0,286.0,7.898370615851975,1.0
80,n-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2019.0,182.0,8.268968650613358,0.0
176,n-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2152.0,49.0,2.22626079054975,0.0
272,n-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2150.0,51.0,2.3171285779191275,0.0
368,n-n-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1742.0,459.0,20.854157201272148,0.0
464,n-n-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2201.0,0.0,0.0,0.0
560,p-p-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1526.0,675.0,30.667878237164924,0.0
656,p-p-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1550.0,651.0,29.577464788732396,0.0
752,p-p-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1645.0,556.0,25.26124488868696,0.0
848,p-p-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1546.0,655.0,29.759200363471148,0.0
944,p-so-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1684.0,517.0,23.4893230349841,1.0
1040,p-so-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1711.0,490.0,22.2626079054975,1.0
1136,p-so-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1566.0,635.0,28.850522489777372,1.0
1232,p-so-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1555.0,646.0,29.350295320308952,1.0
1328,p-so-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1905.0,296.0,13.448432530667878,1.0
1424,p-so-14,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1883.0,318.0,14.447978191731032,1.0
1520,p-so-15,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1895.0,306.0,13.902771467514766,1.0
1616,p-so-16,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1543.0,658.0,29.895502044525216,1.0
1712,p-so-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2058.0,143.0,6.497046796910495,1.0
1808,p-so-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1554.0,647.0,29.39572921399364,1.0
1904,p-so-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1538.0,663.0,30.12267151294866,1.0
2000,p-so-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1414.0,787.0,35.75647432985007,1.0
2096,p-so-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1784.0,417.0,18.94593366651522,1.0
2192,p-so-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1754.0,447.0,20.308950477055884,1.0
2288,p-so-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1747.0,454.0,20.626987732848704,1.0
2384,p-so-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1931.0,270.0,12.26715129486597,1.0
2480,pcpo-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1847.0,354.0,16.083598364379828,0.0
2576,pcpo-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1983.0,218.0,9.904588823262154,0.0
2672,pcpo-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2058.0,143.0,6.497046796910495,0.0
