,Name,Axis,Boundary,Threshold,Unfilled,Filled,Percent_Filled,Nonalt,Coefficient,Weighted_percent_filled
68,n-n-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,760.0,21.0,2.6888604353393086,0.0,4.8201674782508056e-05,0.0001296075762397784
164,n-n-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,758.0,23.0,2.9449423815621,0.0,4.8201674782508056e-05,0.0001419511549292811
260,n-n-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,757.0,24.0,3.0729833546734957,0.0,4.8201674782508056e-05,0.00014812294427403244
356,n-n-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,0.0,4.8201674782508056e-05,0.0
452,n-n-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,0.0,4.8201674782508056e-05,0.0
548,p-p-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,739.0,42.0,5.377720870678617,0.0,4.8201674782508056e-05,0.0002592151524795568
644,p-p-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,750.0,31.0,3.9692701664532652,0.0,4.8201674782508056e-05,0.0001913254696872919
740,p-p-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,698.0,83.0,10.627400768245838,0.0,4.8201674782508056e-05,0.0005122585156143622
836,p-p-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,0.0,4.8201674782508056e-05,0.0
932,p-so-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,760.0,21.0,2.6888604353393086,1.0,4.8201674782508056e-05,0.0001296075762397784
1028,p-so-10,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,770.0,11.0,1.408450704225352,1.0,4.8201674782508056e-05,6.788968279226487e-05
1124,p-so-11,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,758.0,23.0,2.9449423815621,1.0,4.8201674782508056e-05,0.0001419511549292811
1220,p-so-12,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,759.0,22.0,2.816901408450704,1.0,4.8201674782508056e-05,0.00013577936558452973
1316,p-so-13,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,1.0,4.8201674782508056e-05,0.0
1412,p-so-14,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,1.0,4.8201674782508056e-05,0.0
1508,p-so-15,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,780.0,1.0,0.12804097311139565,1.0,4.8201674782508056e-05,6.1717893447513515e-06
1604,p-so-16,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,759.0,22.0,2.816901408450704,1.0,4.8201674782508056e-05,0.00013577936558452973
1700,p-so-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,778.0,3.0,0.38412291933418696,1.0,4.8201674782508056e-05,1.8515368034254054e-05
1796,p-so-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,728.0,53.0,6.786171574903969,1.0,4.8201674782508056e-05,0.00032710483527182164
1892,p-so-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,735.0,46.0,5.8898847631242,1.0,4.8201674782508056e-05,0.0002839023098585622
1988,p-so-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,1.0,4.8201674782508056e-05,0.0
2084,p-so-6,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,708.0,73.0,9.346991037131883,1.0,4.8201674782508056e-05,0.00045054062216684867
2180,p-so-7,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,764.0,17.0,2.176696542893726,1.0,4.8201674782508056e-05,0.00010492041886077299
2276,p-so-8,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,736.0,45.0,5.761843790012804,1.0,4.8201674782508056e-05,0.00027773052051381083
2372,p-so-9,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,1.0,4.8201674782508056e-05,0.0
2468,pcpo-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,0.0,4.8201674782508056e-05,0.0
2564,pcpo-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,760.0,21.0,2.6888604353393086,0.0,4.8201674782508056e-05,0.0001296075762397784
2660,pcpo-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,727.0,54.0,6.914212548015365,0.0,4.8201674782508056e-05,0.00033327662461657295
2756,pnpo-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,1.0,4.8201674782508056e-05,0.0
2852,pnpo-10,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,705.0,76.0,9.73111395646607,1.0,4.8201674782508056e-05,0.00046905599020110277
2948,pnpo-11,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,705.0,76.0,9.73111395646607,1.0,4.8201674782508056e-05,0.00046905599020110277
3044,pnpo-12,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,705.0,76.0,9.73111395646607,1.0,4.8201674782508056e-05,0.00046905599020110277
3140,pnpo-13,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,705.0,76.0,9.73111395646607,1.0,4.8201674782508056e-05,0.00046905599020110277
3236,pnpo-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,763.0,18.0,2.3047375160051216,1.0,4.8201674782508056e-05,0.00011109220820552433
3332,pnpo-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,1.0,4.8201674782508056e-05,0.0
3428,pnpo-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,1.0,4.8201674782508056e-05,0.0
3524,pnpo-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,1.0,4.8201674782508056e-05,0.0
3620,pnpo-6,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,1.0,4.8201674782508056e-05,0.0
3716,pnpo-7,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,1.0,4.8201674782508056e-05,0.0
3812,pnpo-8,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,781.0,0.0,0.0,1.0,4.8201674782508056e-05,0.0
3908,pnpo-9,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.0,705.0,76.0,9.73111395646607,1.0,4.8201674782508056e-05,0.00046905599020110277
69,n-n-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,0.0,0.021951332796353522,0.0
165,n-n-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,0.0,0.021951332796353522,0.0
261,n-n-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,0.0,0.021951332796353522,0.0
357,n-n-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,0.0,0.021951332796353522,0.0
453,n-n-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,0.0,0.021951332796353522,0.0
549,p-p-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,772.0,9.0,1.1523687580025608,0.0,0.021951332796353522,0.025296030111034786
645,p-p-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,770.0,11.0,1.408450704225352,0.0,0.021951332796353522,0.030917370135709183
741,p-p-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,726.0,55.0,7.042253521126761,0.0,0.021951332796353522,0.15458685067854594
837,p-p-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,0.0,0.021951332796353522,0.0
933,p-so-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,771.0,10.0,1.2804097311139564,1.0,0.021951332796353522,0.028106700123371985
1029,p-so-10,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
1125,p-so-11,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,778.0,3.0,0.38412291933418696,1.0,0.021951332796353522,0.008432010037011597
1221,p-so-12,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,779.0,2.0,0.2560819462227913,1.0,0.021951332796353522,0.005621340024674397
1317,p-so-13,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
1413,p-so-14,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
1509,p-so-15,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
1605,p-so-16,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,770.0,11.0,1.408450704225352,1.0,0.021951332796353522,0.030917370135709183
1701,p-so-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
1797,p-so-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
1893,p-so-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
1989,p-so-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
2085,p-so-6,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,727.0,54.0,6.914212548015365,1.0,0.021951332796353522,0.15177618066620874
2181,p-so-7,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
2277,p-so-8,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,752.0,29.0,3.7131882202304736,1.0,0.021951332796353522,0.08150943035777876
2373,p-so-9,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
2469,pcpo-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,0.0,0.021951332796353522,0.0
2565,pcpo-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,772.0,9.0,1.1523687580025608,0.0,0.021951332796353522,0.025296030111034786
2661,pcpo-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,0.0,0.021951332796353522,0.0
2757,pnpo-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
2853,pnpo-10,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,726.0,55.0,7.042253521126761,1.0,0.021951332796353522,0.15458685067854594
2949,pnpo-11,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,726.0,55.0,7.042253521126761,1.0,0.021951332796353522,0.15458685067854594
3045,pnpo-12,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,726.0,55.0,7.042253521126761,1.0,0.021951332796353522,0.15458685067854594
3141,pnpo-13,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,726.0,55.0,7.042253521126761,1.0,0.021951332796353522,0.15458685067854594
3237,pnpo-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,770.0,11.0,1.408450704225352,1.0,0.021951332796353522,0.030917370135709183
3333,pnpo-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
3429,pnpo-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
3525,pnpo-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
3621,pnpo-6,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
3717,pnpo-7,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
3813,pnpo-8,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,781.0,0.0,0.0,1.0,0.021951332796353522,0.0
3909,pnpo-9,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.25,726.0,55.0,7.042253521126761,1.0,0.021951332796353522,0.15458685067854594
70,n-n-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,0.0,0.03244965037754573,0.0
166,n-n-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,0.0,0.03244965037754573,0.0
262,n-n-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,0.0,0.03244965037754573,0.0
358,n-n-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,0.0,0.03244965037754573,0.0
454,n-n-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,0.0,0.03244965037754573,0.0
550,p-p-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,0.0,0.03244965037754573,0.0
646,p-p-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,0.0,0.03244965037754573,0.0
742,p-p-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,759.0,22.0,2.816901408450704,0.0,0.03244965037754573,0.09140746585224148
838,p-p-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,0.0,0.03244965037754573,0.0
934,p-so-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,780.0,1.0,0.12804097311139565,1.0,0.03244965037754573,0.004154884811465522
1030,p-so-10,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
1126,p-so-11,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
1222,p-so-12,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
1318,p-so-13,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
1414,p-so-14,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
1510,p-so-15,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
1606,p-so-16,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,779.0,2.0,0.2560819462227913,1.0,0.03244965037754573,0.008309769622931043
1702,p-so-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
1798,p-so-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
1894,p-so-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
1990,p-so-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
2086,p-so-6,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,759.0,22.0,2.816901408450704,1.0,0.03244965037754573,0.09140746585224148
2182,p-so-7,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
2278,p-so-8,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,771.0,10.0,1.2804097311139564,1.0,0.03244965037754573,0.041548848114655215
2374,p-so-9,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
2470,pcpo-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,0.0,0.03244965037754573,0.0
2566,pcpo-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,0.0,0.03244965037754573,0.0
2662,pcpo-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,0.0,0.03244965037754573,0.0
2758,pnpo-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
2854,pnpo-10,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,759.0,22.0,2.816901408450704,1.0,0.03244965037754573,0.09140746585224148
2950,pnpo-11,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,759.0,22.0,2.816901408450704,1.0,0.03244965037754573,0.09140746585224148
3046,pnpo-12,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,759.0,22.0,2.816901408450704,1.0,0.03244965037754573,0.09140746585224148
3142,pnpo-13,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,759.0,22.0,2.816901408450704,1.0,0.03244965037754573,0.09140746585224148
3238,pnpo-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,778.0,3.0,0.38412291933418696,1.0,0.03244965037754573,0.012464654434396568
3334,pnpo-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
3430,pnpo-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
3526,pnpo-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
3622,pnpo-6,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
3718,pnpo-7,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
3814,pnpo-8,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,781.0,0.0,0.0,1.0,0.03244965037754573,0.0
3910,pnpo-9,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.5,759.0,22.0,2.816901408450704,1.0,0.03244965037754573,0.09140746585224148
71,n-n-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,0.0,0.022324447020187398,0.0
167,n-n-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,0.0,0.022324447020187398,0.0
263,n-n-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,0.0,0.022324447020187398,0.0
359,n-n-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,0.0,0.022324447020187398,0.0
455,n-n-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,0.0,0.022324447020187398,0.0
551,p-p-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,0.0,0.022324447020187398,0.0
647,p-p-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,0.0,0.022324447020187398,0.0
743,p-p-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,778.0,3.0,0.38412291933418696,0.0,0.022324447020187398,0.008575331761915774
839,p-p-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,0.0,0.022324447020187398,0.0
935,p-so-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
1031,p-so-10,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
1127,p-so-11,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
1223,p-so-12,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
1319,p-so-13,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
1415,p-so-14,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
1511,p-so-15,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
1607,p-so-16,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
1703,p-so-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
1799,p-so-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
1895,p-so-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
1991,p-so-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
2087,p-so-6,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,778.0,3.0,0.38412291933418696,1.0,0.022324447020187398,0.008575331761915774
2183,p-so-7,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
2279,p-so-8,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
2375,p-so-9,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
2471,pcpo-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,0.0,0.022324447020187398,0.0
2567,pcpo-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,0.0,0.022324447020187398,0.0
2663,pcpo-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,0.0,0.022324447020187398,0.0
2759,pnpo-1,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
2855,pnpo-10,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,778.0,3.0,0.38412291933418696,1.0,0.022324447020187398,0.008575331761915774
2951,pnpo-11,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,778.0,3.0,0.38412291933418696,1.0,0.022324447020187398,0.008575331761915774
3047,pnpo-12,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,778.0,3.0,0.38412291933418696,1.0,0.022324447020187398,0.008575331761915774
3143,pnpo-13,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,778.0,3.0,0.38412291933418696,1.0,0.022324447020187398,0.008575331761915774
3239,pnpo-2,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
3335,pnpo-3,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
3431,pnpo-4,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
3527,pnpo-5,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
3623,pnpo-6,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
3719,pnpo-7,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
3815,pnpo-8,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,781.0,0.0,0.0,1.0,0.022324447020187398,0.0
3911,pnpo-9,X-coord,-3.45 - -3.0 and 3.0 - 3.55,1.75,778.0,3.0,0.38412291933418696,1.0,0.022324447020187398,0.008575331761915774
24,n-n-1,Y-coord,-1.0-1.0,0.0,807.0,613.0,43.16901408450704,0.0,0.024090526809695628,1.039964291150945
120,n-n-2,Y-coord,-1.0-1.0,0.0,803.0,617.0,43.45070422535211,0.0,0.024090526809695628,1.0467503550410002
216,n-n-3,Y-coord,-1.0-1.0,0.0,798.0,622.0,43.80281690140845,0.0,0.024090526809695628,1.055232934903569
312,n-n-4,Y-coord,-1.0-1.0,0.0,786.0,634.0,44.647887323943664,0.0,0.024090526809695628,1.0755911265737343
408,n-n-5,Y-coord,-1.0-1.0,0.0,724.0,696.0,49.014084507042256,0.0,0.024090526809695628,1.1807751168695886
504,p-p-1,Y-coord,-1.0-1.0,0.0,933.0,487.0,34.29577464788732,0.0,0.024090526809695628,0.8262032786142091
600,p-p-2,Y-coord,-1.0-1.0,0.0,1064.0,356.0,25.070422535211268,0.0,0.024090526809695628,0.6039596862149045
696,p-p-3,Y-coord,-1.0-1.0,0.0,1095.0,325.0,22.887323943661972,0.0,0.024090526809695628,0.5513676910669774
792,p-p-4,Y-coord,-1.0-1.0,0.0,1149.0,271.0,19.08450704225352,0.0,0.024090526809695628,0.4597558285512334
888,p-so-1,Y-coord,-1.0-1.0,0.0,820.0,600.0,42.25352112676056,1.0,0.024090526809695628,1.0179095835082659
984,p-so-10,Y-coord,-1.0-1.0,0.0,756.0,664.0,46.76056338028169,1.0,0.024090526809695628,1.1264866057491476
1080,p-so-11,Y-coord,-1.0-1.0,0.0,754.0,666.0,46.901408450704224,1.0,0.024090526809695628,1.129879637694175
1176,p-so-12,Y-coord,-1.0-1.0,0.0,781.0,639.0,45.0,1.0,0.024090526809695628,1.0840737064363033
1272,p-so-13,Y-coord,-1.0-1.0,0.0,757.0,663.0,46.690140845070424,1.0,0.024090526809695628,1.1247900897766339
1368,p-so-14,Y-coord,-1.0-1.0,0.0,805.0,615.0,43.309859154929576,1.0,0.024090526809695628,1.0433573230959725
1464,p-so-15,Y-coord,-1.0-1.0,0.0,808.0,612.0,43.098591549295776,1.0,0.024090526809695628,1.0382677751784313
1560,p-so-16,Y-coord,-1.0-1.0,0.0,880.0,540.0,38.028169014084504,1.0,0.024090526809695628,0.9161186251574392
1656,p-so-2,Y-coord,-1.0-1.0,0.0,765.0,655.0,46.12676056338028,1.0,0.024090526809695628,1.1112179619965237
1752,p-so-3,Y-coord,-1.0-1.0,0.0,842.0,578.0,40.70422535211268,1.0,0.024090526809695628,0.9805862321129629
1848,p-so-4,Y-coord,-1.0-1.0,0.0,841.0,579.0,40.774647887323944,1.0,0.024090526809695628,0.9822827480854767
1944,p-so-5,Y-coord,-1.0-1.0,0.0,926.0,494.0,34.7887323943662,1.0,0.024090526809695628,0.8380788904218057
2040,p-so-6,Y-coord,-1.0-1.0,0.0,724.0,696.0,49.014084507042256,1.0,0.024090526809695628,1.1807751168695886
2136,p-so-7,Y-coord,-1.0-1.0,0.0,804.0,616.0,43.38028169014085,1.0,0.024090526809695628,1.0450538390684865
2232,p-so-8,Y-coord,-1.0-1.0,0.0,846.0,574.0,40.42253521126761,1.0,0.024090526809695628,0.9738001682229078
2328,p-so-9,Y-coord,-1.0-1.0,0.0,727.0,693.0,48.80281690140845,1.0,0.024090526809695628,1.1756855689520471
2424,pcpo-1,Y-coord,-1.0-1.0,0.0,1010.0,410.0,28.87323943661972,0.0,0.024090526809695628,0.6955715487306484
